INDEX	KEYVALUE	LABEL	RED	GREEN	BLUE	ALPHA	HEMISPHERE	NETWORK	NETWORKKEY	NETWORKSORTEDORDER	GLASSERLABELNAME
278	278	Frontoparietal-19_R-Ctx	255	255	0	255	R	Frontoparietal	7	439	R_s6-8_ROI
279	279	Cingulo-Opercular-16_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	260	R_43_ROI
280	280	Somatomotor-15_R-Ctx	0	255	255	255	R	Somatomotor	3	186	R_OP4_ROI
281	281	Somatomotor-16_R-Ctx	0	255	255	255	R	Somatomotor	3	187	R_OP1_ROI
282	282	Somatomotor-17_R-Ctx	0	255	255	255	R	Somatomotor	3	188	R_OP2-3_ROI
283	283	Auditory-02_R-Ctx	250	62	251	255	R	Auditory	8	506	R_52_ROI
284	284	Somatomotor-18_R-Ctx	0	255	255	255	R	Somatomotor	3	189	R_RI_ROI
285	285	Cingulo-Opercular-17_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	261	R_PFcm_ROI
286	286	Cingulo-Opercular-18_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	262	R_PoI2_ROI
287	287	Auditory-03_R-Ctx	250	62	251	255	R	Auditory	8	507	R_TA2_ROI
288	288	Cingulo-Opercular-19_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	263	R_FOP4_ROI
289	289	Cingulo-Opercular-20_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	264	R_MI_ROI
290	290	Orbito-Affective-01_R-Ctx	65	125	0	168	R	Orbito-Affective	12	699	R_Pir_ROI
291	291	Frontoparietal-20_R-Ctx	255	255	0	255	R	Frontoparietal	7	440	R_AVI_ROI
292	292	Orbito-Affective-02_R-Ctx	65	125	0	168	R	Orbito-Affective	12	700	R_AAIC_ROI
293	293	Cingulo-Opercular-21_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	265	R_FOP1_ROI
294	294	Cingulo-Opercular-22_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	266	R_FOP3_ROI
295	295	Somatomotor-19_R-Ctx	0	255	255	255	R	Somatomotor	3	190	R_FOP2_ROI
296	296	Dorsal-Attention-05_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	331	R_PFt_ROI
297	297	Dorsal-Attention-06_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	332	R_AIP_ROI
298	298	Default-22_R-Ctx	255	0	0	255	R	Default	9	604	R_EC_ROI
299	299	Default-23_R-Ctx	255	0	0	255	R	Default	9	605	R_PreS_ROI
300	300	Default-24_R-Ctx	255	0	0	255	R	Default	9	606	R_H_ROI
301	301	Visual1-02_R-Ctx	0	0	255	255	R	Visual1	1	5	R_ProS_ROI
302	302	Ventral-Multimodal-01_R-Ctx	255	157	0	255	R	Ventral-Multimodal	11	690	R_PeEc_ROI
303	303	Language-05_R-Ctx	0	155	155	255	R	Language	6	380	R_STGa_ROI
304	304	Auditory-04_R-Ctx	250	62	251	255	R	Auditory	8	508	R_PBelt_ROI
305	305	Language-06_R-Ctx	0	155	155	255	R	Language	6	381	R_A5_ROI
306	306	Default-25_R-Ctx	255	0	0	255	R	Default	9	607	R_PHA1_ROI
307	307	Dorsal-Attention-07_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	333	R_PHA3_ROI
308	308	Default-26_R-Ctx	255	0	0	255	R	Default	9	608	R_STSda_ROI
309	309	Language-07_R-Ctx	0	155	155	255	R	Language	6	382	R_STSdp_ROI
310	310	Default-27_R-Ctx	255	0	0	255	R	Default	9	609	R_STSvp_ROI
311	311	Default-28_R-Ctx	255	0	0	255	R	Default	9	610	R_TGd_ROI
312	312	Default-29_R-Ctx	255	0	0	255	R	Default	9	611	R_TE1a_ROI
313	313	Frontoparietal-21_R-Ctx	255	255	0	255	R	Frontoparietal	7	441	R_TE1p_ROI
314	314	Default-30_R-Ctx	255	0	0	255	R	Default	9	612	R_TE2a_ROI
315	315	Ventral-Multimodal-02_R-Ctx	255	157	0	255	R	Ventral-Multimodal	11	691	R_TF_ROI
316	316	Dorsal-Attention-08_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	334	R_TE2p_ROI
317	317	Dorsal-Attention-09_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	335	R_PHT_ROI
318	318	Visual2-18_R-Ctx	100	0	255	255	R	Visual2	2	114	R_PH_ROI
319	319	Language-08_R-Ctx	0	155	155	255	R	Language	6	383	R_TPOJ1_ROI
320	320	Posterior-Multimodal-03_R-Ctx	177	89	40	255	R	Posterior-Multimodal	10	657	R_TPOJ2_ROI
321	321	Posterior-Multimodal-04_R-Ctx	177	89	40	255	R	Posterior-Multimodal	10	658	R_TPOJ3_ROI
322	322	Visual1-03_R-Ctx	0	0	255	255	R	Visual1	1	6	R_DVT_ROI
323	323	Dorsal-Attention-10_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	336	R_PGp_ROI
324	324	Frontoparietal-22_R-Ctx	255	255	0	255	R	Frontoparietal	7	442	R_IP2_ROI
325	325	Frontoparietal-23_R-Ctx	255	255	0	255	R	Frontoparietal	7	443	R_IP1_ROI
326	326	Dorsal-Attention-11_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	337	R_IP0_ROI
327	327	Cingulo-Opercular-23_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	267	R_PFop_ROI
328	328	Cingulo-Opercular-24_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	268	R_PF_ROI
329	329	Frontoparietal-24_R-Ctx	255	255	0	255	R	Frontoparietal	7	444	R_PFm_ROI
330	330	Default-31_R-Ctx	255	0	0	255	R	Default	9	613	R_PGi_ROI
331	331	Default-32_R-Ctx	255	0	0	255	R	Default	9	614	R_PGs_ROI
332	332	Visual2-19_R-Ctx	100	0	255	255	R	Visual2	2	115	R_V6A_ROI
333	333	Visual2-20_R-Ctx	100	0	255	255	R	Visual2	2	116	R_VMV1_ROI
334	334	Visual2-21_R-Ctx	100	0	255	255	R	Visual2	2	117	R_VMV3_ROI
335	335	Default-33_R-Ctx	255	0	0	255	R	Default	9	615	R_PHA2_ROI
336	336	Visual2-22_R-Ctx	100	0	255	255	R	Visual2	2	118	R_V4t_ROI
337	337	Visual2-23_R-Ctx	100	0	255	255	R	Visual2	2	119	R_FST_ROI
338	338	Visual2-24_R-Ctx	100	0	255	255	R	Visual2	2	120	R_V3CD_ROI
339	339	Visual2-25_R-Ctx	100	0	255	255	R	Visual2	2	121	R_LO3_ROI
340	340	Visual2-26_R-Ctx	100	0	255	255	R	Visual2	2	122	R_VMV2_ROI
341	341	Default-34_R-Ctx	255	0	0	255	R	Default	9	616	R_31pd_ROI
342	342	Frontoparietal-25_R-Ctx	255	255	0	255	R	Frontoparietal	7	445	R_31a_ROI
343	343	Visual2-27_R-Ctx	100	0	255	255	R	Visual2	2	123	R_VVC_ROI
344	344	Default-35_R-Ctx	255	0	0	255	R	Default	9	617	R_25_ROI
345	345	Default-36_R-Ctx	255	0	0	255	R	Default	9	618	R_s32_ROI
346	346	Orbito-Affective-03_R-Ctx	65	125	0	168	R	Orbito-Affective	12	701	R_pOFC_ROI
347	347	Cingulo-Opercular-25_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	269	R_PoI1_ROI
348	348	Somatomotor-20_R-Ctx	0	255	255	255	R	Somatomotor	3	191	R_Ig_ROI
349	349	Cingulo-Opercular-26_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	270	R_FOP5_ROI
350	350	Frontoparietal-26_R-Ctx	255	255	0	255	R	Frontoparietal	7	446	R_p10p_ROI
351	351	Frontoparietal-27_R-Ctx	255	255	0	255	R	Frontoparietal	7	447	R_p47r_ROI
352	352	Language-09_R-Ctx	0	155	155	255	R	Language	6	384	R_TGv_ROI
353	353	Auditory-05_R-Ctx	250	62	251	255	R	Auditory	8	509	R_MBelt_ROI
354	354	Auditory-06_R-Ctx	250	62	251	255	R	Auditory	8	510	R_LBelt_ROI
355	355	Auditory-07_R-Ctx	250	62	251	255	R	Auditory	8	511	R_A4_ROI
356	356	Default-37_R-Ctx	255	0	0	255	R	Default	9	619	R_STSva_ROI
357	357	Frontoparietal-28_R-Ctx	255	255	0	255	R	Frontoparietal	7	448	R_TE1m_ROI
358	358	Cingulo-Opercular-27_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	271	R_PI_ROI
359	359	Cingulo-Opercular-28_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	272	R_a32pr_ROI
360	360	Cingulo-Opercular-29_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	273	R_p24_ROI
361	1010	Visual1-01_L-Accumbens	0	0	255	255	L	Visual1	1	7	NA
362	1020	Visual1-02_L-Accumbens	0	0	255	255	L	Visual1	1	8	NA
363	1030	Visual1-03_R-Accumbens	0	0	255	255	R	Visual1	1	45	NA
364	1040	Visual1-04_R-Accumbens	0	0	255	255	R	Visual1	1	46	NA
365	1050	Visual1-05_L-Brainstem	0	0	255	255	L	Visual1	1	9	NA
366	1060	Visual1-06_L-Brainstem	0	0	255	255	L	Visual1	1	10	NA
367	1070	Visual1-07_R-Brainstem	0	0	255	255	R	Visual1	1	47	NA
368	1080	Visual1-08_L-Brainstem	0	0	255	255	L	Visual1	1	11	NA
369	1090	Visual1-09_L-Brainstem	0	0	255	255	L	Visual1	1	12	NA
370	1100	Visual1-10_LR-Brainstem	0	0	255	255	LR	Visual1	1	69	NA
371	1110	Visual1-11_L-Brainstem	0	0	255	255	L	Visual1	1	13	NA
372	1120	Visual1-12_L-Brainstem	0	0	255	255	L	Visual1	1	14	NA
373	1130	Visual1-13_L-Caudate	0	0	255	255	L	Visual1	1	15	NA
374	1140	Visual1-14_R-Caudate	0	0	255	255	R	Visual1	1	48	NA
375	1150	Visual1-15_L-Cerebellum	0	0	255	255	L	Visual1	1	16	NA
376	1160	Visual1-16_L-Cerebellum	0	0	255	255	L	Visual1	1	17	NA
377	1170	Visual1-17_L-Cerebellum	0	0	255	255	L	Visual1	1	18	NA
378	1180	Visual1-18_L-Cerebellum	0	0	255	255	L	Visual1	1	19	NA
379	1190	Visual1-19_L-Cerebellum	0	0	255	255	L	Visual1	1	20	NA
380	1200	Visual1-20_L-Cerebellum	0	0	255	255	L	Visual1	1	21	NA
381	1210	Visual1-21_L-Cerebellum	0	0	255	255	L	Visual1	1	22	NA
382	1220	Visual1-22_L-Cerebellum	0	0	255	255	L	Visual1	1	23	NA
383	1230	Visual1-23_L-Cerebellum	0	0	255	255	L	Visual1	1	24	NA
384	1240	Visual1-24_L-Cerebellum	0	0	255	255	L	Visual1	1	25	NA
385	1250	Visual1-25_L-Cerebellum	0	0	255	255	L	Visual1	1	26	NA
386	1260	Visual1-26_L-Cerebellum	0	0	255	255	L	Visual1	1	27	NA
387	1270	Visual1-27_L-Cerebellum	0	0	255	255	L	Visual1	1	28	NA
388	1280	Visual1-28_L-Cerebellum	0	0	255	255	L	Visual1	1	29	NA
389	1290	Visual1-29_L-Cerebellum	0	0	255	255	L	Visual1	1	30	NA
390	1300	Visual1-30_L-Cerebellum	0	0	255	255	L	Visual1	1	31	NA
391	1310	Visual1-31_R-Cerebellum	0	0	255	255	R	Visual1	1	49	NA
392	1320	Visual1-32_R-Cerebellum	0	0	255	255	R	Visual1	1	50	NA
393	1330	Visual1-33_R-Cerebellum	0	0	255	255	R	Visual1	1	51	NA
394	1340	Visual1-34_R-Cerebellum	0	0	255	255	R	Visual1	1	52	NA
395	1350	Visual1-35_R-Cerebellum	0	0	255	255	R	Visual1	1	53	NA
396	1360	Visual1-36_R-Cerebellum	0	0	255	255	R	Visual1	1	54	NA
397	1370	Visual1-37_R-Cerebellum	0	0	255	255	R	Visual1	1	55	NA
398	1380	Visual1-38_R-Cerebellum	0	0	255	255	R	Visual1	1	56	NA
399	1390	Visual1-39_R-Cerebellum	0	0	255	255	R	Visual1	1	57	NA
400	1400	Visual1-40_R-Cerebellum	0	0	255	255	R	Visual1	1	58	NA
401	1410	Visual1-41_R-Cerebellum	0	0	255	255	R	Visual1	1	59	NA
402	1420	Visual1-42_L-Diencephalon	0	0	255	255	L	Visual1	1	32	NA
403	1430	Visual1-43_R-Diencephalon	0	0	255	255	R	Visual1	1	60	NA
404	1440	Visual1-44_L-Hippocampus	0	0	255	255	L	Visual1	1	33	NA
405	1450	Visual1-45_R-Hippocampus	0	0	255	255	R	Visual1	1	61	NA
406	1460	Visual1-46_L-Pallidum	0	0	255	255	L	Visual1	1	34	NA
407	1470	Visual1-47_L-Pallidum	0	0	255	255	L	Visual1	1	35	NA
408	1480	Visual1-48_R-Pallidum	0	0	255	255	R	Visual1	1	62	NA
409	1490	Visual1-49_R-Pallidum	0	0	255	255	R	Visual1	1	63	NA
410	1500	Visual1-50_L-Putamen	0	0	255	255	L	Visual1	1	36	NA
411	1510	Visual1-51_L-Putamen	0	0	255	255	L	Visual1	1	37	NA
412	1520	Visual1-52_L-Putamen	0	0	255	255	L	Visual1	1	38	NA
413	1530	Visual1-53_R-Putamen	0	0	255	255	R	Visual1	1	64	NA
414	1540	Visual1-54_R-Putamen	0	0	255	255	R	Visual1	1	65	NA
415	1550	Visual1-55_L-Thalamus	0	0	255	255	L	Visual1	1	39	NA
416	1560	Visual1-56_L-Thalamus	0	0	255	255	L	Visual1	1	40	NA
417	1570	Visual1-57_L-Thalamus	0	0	255	255	L	Visual1	1	41	NA
418	1580	Visual1-58_L-Thalamus	0	0	255	255	L	Visual1	1	42	NA
419	1590	Visual1-59_L-Thalamus	0	0	255	255	L	Visual1	1	43	NA
420	1600	Visual1-60_L-Thalamus	0	0	255	255	L	Visual1	1	44	NA
421	1610	Visual1-61_R-Thalamus	0	0	255	255	R	Visual1	1	66	NA
422	1620	Visual1-62_R-Thalamus	0	0	255	255	R	Visual1	1	67	NA
423	1630	Visual1-63_R-Thalamus	0	0	255	255	R	Visual1	1	68	NA
424	2010	Visual2-01_L-Amygdala	100	0	255	255	L	Visual2	2	124	NA
425	2020	Visual2-02_R-Amygdala	100	0	255	255	R	Visual2	2	139	NA
426	2030	Visual2-03_LR-Brainstem	100	0	255	255	LR	Visual2	2	152	NA
427	2040	Visual2-04_L-Brainstem	100	0	255	255	L	Visual2	2	125	NA
428	2050	Visual2-05_L-Brainstem	100	0	255	255	L	Visual2	2	126	NA
429	2060	Visual2-06_R-Brainstem	100	0	255	255	R	Visual2	2	140	NA
430	2070	Visual2-07_L-Brainstem	100	0	255	255	L	Visual2	2	127	NA
431	2080	Visual2-08_L-Cerebellum	100	0	255	255	L	Visual2	2	128	NA
432	2090	Visual2-09_L-Cerebellum	100	0	255	255	L	Visual2	2	129	NA
433	2100	Visual2-10_L-Cerebellum	100	0	255	255	L	Visual2	2	130	NA
434	2110	Visual2-11_L-Cerebellum	100	0	255	255	L	Visual2	2	131	NA
435	2120	Visual2-12_R-Cerebellum	100	0	255	255	R	Visual2	2	141	NA
436	2130	Visual2-13_R-Cerebellum	100	0	255	255	R	Visual2	2	142	NA
437	2140	Visual2-14_R-Cerebellum	100	0	255	255	R	Visual2	2	143	NA
438	2150	Visual2-15_R-Cerebellum	100	0	255	255	R	Visual2	2	144	NA
439	2160	Visual2-16_L-Diencephalon	100	0	255	255	L	Visual2	2	132	NA
440	2170	Visual2-17_R-Diencephalon	100	0	255	255	R	Visual2	2	145	NA
441	2180	Visual2-18_R-Diencephalon	100	0	255	255	R	Visual2	2	146	NA
442	2190	Visual2-19_R-Diencephalon	100	0	255	255	R	Visual2	2	147	NA
443	2200	Visual2-20_L-Hippocampus	100	0	255	255	L	Visual2	2	133	NA
444	2210	Visual2-21_L-Hippocampus	100	0	255	255	L	Visual2	2	134	NA
445	2220	Visual2-22_L-Hippocampus	100	0	255	255	L	Visual2	2	135	NA
446	2230	Visual2-23_L-Hippocampus	100	0	255	255	L	Visual2	2	136	NA
447	2240	Visual2-24_L-Hippocampus	100	0	255	255	L	Visual2	2	137	NA
448	2250	Visual2-25_R-Hippocampus	100	0	255	255	R	Visual2	2	148	NA
449	2260	Visual2-26_R-Hippocampus	100	0	255	255	R	Visual2	2	149	NA
450	2270	Visual2-27_R-Hippocampus	100	0	255	255	R	Visual2	2	150	NA
451	2280	Visual2-28_L-Thalamus	100	0	255	255	L	Visual2	2	138	NA
452	2290	Visual2-29_R-Thalamus	100	0	255	255	R	Visual2	2	151	NA
453	3010	Somatomotor-01_R-Accumbens	0	255	255	255	R	Somatomotor	3	205	NA
454	3020	Somatomotor-02_L-Amygdala	0	255	255	255	L	Somatomotor	3	192	NA
455	3030	Somatomotor-03_R-Amygdala	0	255	255	255	R	Somatomotor	3	206	NA
456	3040	Somatomotor-04_LR-Brainstem	0	255	255	255	LR	Somatomotor	3	218	NA
457	3050	Somatomotor-05_LR-Brainstem	0	255	255	255	LR	Somatomotor	3	219	NA
458	3060	Somatomotor-06_L-Cerebellum	0	255	255	255	L	Somatomotor	3	193	NA
459	3070	Somatomotor-07_L-Cerebellum	0	255	255	255	L	Somatomotor	3	194	NA
460	3080	Somatomotor-08_L-Cerebellum	0	255	255	255	L	Somatomotor	3	195	NA
461	3090	Somatomotor-09_L-Cerebellum	0	255	255	255	L	Somatomotor	3	196	NA
462	3100	Somatomotor-10_L-Cerebellum	0	255	255	255	L	Somatomotor	3	197	NA
463	3110	Somatomotor-11_R-Cerebellum	0	255	255	255	R	Somatomotor	3	207	NA
464	3120	Somatomotor-12_R-Cerebellum	0	255	255	255	R	Somatomotor	3	208	NA
465	3130	Somatomotor-13_R-Cerebellum	0	255	255	255	R	Somatomotor	3	209	NA
466	3140	Somatomotor-14_R-Cerebellum	0	255	255	255	R	Somatomotor	3	210	NA
467	3150	Somatomotor-15_L-Diencephalon	0	255	255	255	L	Somatomotor	3	198	NA
468	3160	Somatomotor-16_L-Hippocampus	0	255	255	255	L	Somatomotor	3	199	NA
469	3170	Somatomotor-17_L-Hippocampus	0	255	255	255	L	Somatomotor	3	200	NA
470	3180	Somatomotor-18_L-Hippocampus	0	255	255	255	L	Somatomotor	3	201	NA
471	3190	Somatomotor-19_R-Hippocampus	0	255	255	255	R	Somatomotor	3	211	NA
472	3200	Somatomotor-20_R-Hippocampus	0	255	255	255	R	Somatomotor	3	212	NA
473	3210	Somatomotor-21_R-Hippocampus	0	255	255	255	R	Somatomotor	3	213	NA
474	3220	Somatomotor-22_L-Pallidum	0	255	255	255	L	Somatomotor	3	202	NA
475	3230	Somatomotor-23_R-Pallidum	0	255	255	255	R	Somatomotor	3	214	NA
476	3240	Somatomotor-24_R-Pallidum	0	255	255	255	R	Somatomotor	3	215	NA
477	3250	Somatomotor-25_L-Putamen	0	255	255	255	L	Somatomotor	3	203	NA
478	3260	Somatomotor-26_R-Putamen	0	255	255	255	R	Somatomotor	3	216	NA
479	3270	Somatomotor-27_L-Thalamus	0	255	255	255	L	Somatomotor	3	204	NA
480	3280	Somatomotor-28_R-Thalamus	0	255	255	255	R	Somatomotor	3	217	NA
481	4010	Cingulo-Opercular-01_L-Accumbens	153	0	153	255	L	Cingulo-Opercular	4	276	NA
482	4020	Cingulo-Opercular-02_R-Accumbens	153	0	153	255	R	Cingulo-Opercular	4	292	NA
483	4030	Cingulo-Opercular-03_R-Accumbens	153	0	153	255	R	Cingulo-Opercular	4	293	NA
484	4040	Cingulo-Opercular-04_LR-Brainstem	153	0	153	255	LR	Cingulo-Opercular	4	314	NA
485	4050	Cingulo-Opercular-05_R-Brainstem	153	0	153	255	R	Cingulo-Opercular	4	294	NA
486	4060	Cingulo-Opercular-06_L-Brainstem	153	0	153	255	L	Cingulo-Opercular	4	277	NA
487	4070	Cingulo-Opercular-07_R-Brainstem	153	0	153	255	R	Cingulo-Opercular	4	295	NA
488	4080	Cingulo-Opercular-08_L-Caudate	153	0	153	255	L	Cingulo-Opercular	4	278	NA
489	4090	Cingulo-Opercular-09_L-Caudate	153	0	153	255	L	Cingulo-Opercular	4	279	NA
490	4100	Cingulo-Opercular-10_R-Caudate	153	0	153	255	R	Cingulo-Opercular	4	296	NA
491	4110	Cingulo-Opercular-11_R-Caudate	153	0	153	255	R	Cingulo-Opercular	4	297	NA
492	4120	Cingulo-Opercular-12_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	280	NA
493	4130	Cingulo-Opercular-13_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	281	NA
494	4140	Cingulo-Opercular-14_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	282	NA
495	4150	Cingulo-Opercular-15_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	283	NA
496	4160	Cingulo-Opercular-16_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	298	NA
497	4170	Cingulo-Opercular-17_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	299	NA
498	4180	Cingulo-Opercular-18_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	300	NA
499	4190	Cingulo-Opercular-19_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	301	NA
500	4200	Cingulo-Opercular-20_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	302	NA
501	4210	Cingulo-Opercular-21_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	303	NA
502	4220	Cingulo-Opercular-22_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	304	NA
503	4230	Cingulo-Opercular-23_L-Diencephalon	153	0	153	255	L	Cingulo-Opercular	4	284	NA
504	4240	Cingulo-Opercular-24_L-Diencephalon	153	0	153	255	L	Cingulo-Opercular	4	285	NA
505	4250	Cingulo-Opercular-25_L-Diencephalon	153	0	153	255	L	Cingulo-Opercular	4	286	NA
506	4260	Cingulo-Opercular-26_L-Diencephalon	153	0	153	255	L	Cingulo-Opercular	4	287	NA
507	4270	Cingulo-Opercular-27_R-Diencephalon	153	0	153	255	R	Cingulo-Opercular	4	305	NA
508	4280	Cingulo-Opercular-28_R-Diencephalon	153	0	153	255	R	Cingulo-Opercular	4	306	NA
509	4290	Cingulo-Opercular-29_R-Diencephalon	153	0	153	255	R	Cingulo-Opercular	4	307	NA
510	4300	Cingulo-Opercular-30_R-Diencephalon	153	0	153	255	R	Cingulo-Opercular	4	308	NA
511	4310	Cingulo-Opercular-31_R-Diencephalon	153	0	153	255	R	Cingulo-Opercular	4	309	NA
512	4320	Cingulo-Opercular-32_L-Pallidum	153	0	153	255	L	Cingulo-Opercular	4	288	NA
513	4330	Cingulo-Opercular-33_R-Pallidum	153	0	153	255	R	Cingulo-Opercular	4	310	NA
514	4340	Cingulo-Opercular-34_L-Putamen	153	0	153	255	L	Cingulo-Opercular	4	289	NA
515	4350	Cingulo-Opercular-35_R-Putamen	153	0	153	255	R	Cingulo-Opercular	4	311	NA
516	4360	Cingulo-Opercular-36_L-Thalamus	153	0	153	255	L	Cingulo-Opercular	4	290	NA
517	4370	Cingulo-Opercular-37_L-Thalamus	153	0	153	255	L	Cingulo-Opercular	4	291	NA
518	4380	Cingulo-Opercular-38_R-Thalamus	153	0	153	255	R	Cingulo-Opercular	4	312	NA
519	4390	Cingulo-Opercular-39_R-Thalamus	153	0	153	255	R	Cingulo-Opercular	4	313	NA
520	5010	Dorsal-Attention-01_L-Amygdala	0	255	0	255	L	Dorsal-Attention	5	338	NA
521	5020	Dorsal-Attention-02_R-Brainstem	0	255	0	255	R	Dorsal-Attention	5	351	NA
522	5030	Dorsal-Attention-03_L-Brainstem	0	255	0	255	L	Dorsal-Attention	5	339	NA
523	5040	Dorsal-Attention-04_L-Brainstem	0	255	0	255	L	Dorsal-Attention	5	340	NA
524	5050	Dorsal-Attention-05_R-Brainstem	0	255	0	255	R	Dorsal-Attention	5	352	NA
525	5060	Dorsal-Attention-06_L-Brainstem	0	255	0	255	L	Dorsal-Attention	5	341	NA
526	5070	Dorsal-Attention-07_R-Brainstem	0	255	0	255	R	Dorsal-Attention	5	353	NA
527	5080	Dorsal-Attention-08_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	342	NA
528	5090	Dorsal-Attention-09_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	343	NA
529	5100	Dorsal-Attention-10_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	344	NA
530	5110	Dorsal-Attention-11_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	345	NA
531	5120	Dorsal-Attention-12_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	346	NA
532	5130	Dorsal-Attention-13_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	347	NA
533	5140	Dorsal-Attention-14_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	348	NA
534	5150	Dorsal-Attention-15_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	354	NA
535	5160	Dorsal-Attention-16_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	355	NA
536	5170	Dorsal-Attention-17_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	356	NA
537	5180	Dorsal-Attention-18_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	357	NA
538	5190	Dorsal-Attention-19_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	358	NA
539	5200	Dorsal-Attention-20_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	359	NA
540	5210	Dorsal-Attention-21_L-Putamen	0	255	0	255	L	Dorsal-Attention	5	349	NA
541	5220	Dorsal-Attention-22_R-Putamen	0	255	0	255	R	Dorsal-Attention	5	360	NA
542	5230	Dorsal-Attention-23_L-Thalamus	0	255	0	255	L	Dorsal-Attention	5	350	NA
543	5240	Dorsal-Attention-24_R-Thalamus	0	255	0	255	R	Dorsal-Attention	5	361	NA
544	6010	Language-01_L-Amygdala	0	155	155	255	L	Language	6	385	NA
545	6020	Language-02_R-Amygdala	0	155	155	255	R	Language	6	389	NA
546	6030	Language-03_L-Caudate	0	155	155	255	L	Language	6	386	NA
547	6040	Language-04_R-Caudate	0	155	155	255	R	Language	6	390	NA
548	6050	Language-05_L-Cerebellum	0	155	155	255	L	Language	6	387	NA
549	6060	Language-06_R-Cerebellum	0	155	155	255	R	Language	6	391	NA
550	6070	Language-07_R-Cerebellum	0	155	155	255	R	Language	6	392	NA
551	6080	Language-08_R-Cerebellum	0	155	155	255	R	Language	6	393	NA
552	6090	Language-09_R-Cerebellum	0	155	155	255	R	Language	6	394	NA
553	6100	Language-10_R-Cerebellum	0	155	155	255	R	Language	6	395	NA
554	6110	Language-11_R-Cerebellum	0	155	155	255	R	Language	6	396	NA
555	6120	Language-12_R-Cerebellum	0	155	155	255	R	Language	6	397	NA
556	6130	Language-13_R-Cerebellum	0	155	155	255	R	Language	6	398	NA
557	6140	Language-14_L-Putamen	0	155	155	255	L	Language	6	388	NA
558	7010	Frontoparietal-01_L-Brainstem	255	255	0	255	L	Frontoparietal	7	449	NA
559	7020	Frontoparietal-02_L-Brainstem	255	255	0	255	L	Frontoparietal	7	450	NA
560	7030	Frontoparietal-03_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	495	NA
561	7040	Frontoparietal-04_R-Brainstem	255	255	0	255	R	Frontoparietal	7	473	NA
562	7050	Frontoparietal-05_R-Brainstem	255	255	0	255	R	Frontoparietal	7	474	NA
563	7060	Frontoparietal-06_L-Brainstem	255	255	0	255	L	Frontoparietal	7	451	NA
564	7070	Frontoparietal-07_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	496	NA
565	7080	Frontoparietal-08_R-Brainstem	255	255	0	255	R	Frontoparietal	7	475	NA
566	7090	Frontoparietal-09_L-Brainstem	255	255	0	255	L	Frontoparietal	7	452	NA
567	7100	Frontoparietal-10_L-Caudate	255	255	0	255	L	Frontoparietal	7	453	NA
568	7110	Frontoparietal-11_R-Caudate	255	255	0	255	R	Frontoparietal	7	476	NA
