INDEX	KEYVALUE	LABEL	RED	GREEN	BLUE	ALPHA	HEMISPHERE	NETWORK	NETWORKKEY	NETWORKSORTEDORDER	GLASSERLABELNAME
278	278	Frontoparietal-19_R-Ctx	255	255	0	255	R	Frontoparietal	7	401	R_s6-8_ROI
279	279	Cingulo-Opercular-16_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	246	R_43_ROI
280	280	Somatomotor-15_R-Ctx	0	255	255	255	R	Somatomotor	3	170	R_OP4_ROI
281	281	Somatomotor-16_R-Ctx	0	255	255	255	R	Somatomotor	3	171	R_OP1_ROI
282	282	Somatomotor-17_R-Ctx	0	255	255	255	R	Somatomotor	3	172	R_OP2-3_ROI
283	283	Auditory-02_R-Ctx	250	62	251	255	R	Auditory	8	455	R_52_ROI
284	284	Somatomotor-18_R-Ctx	0	255	255	255	R	Somatomotor	3	173	R_RI_ROI
285	285	Cingulo-Opercular-17_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	247	R_PFcm_ROI
286	286	Cingulo-Opercular-18_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	248	R_PoI2_ROI
287	287	Auditory-03_R-Ctx	250	62	251	255	R	Auditory	8	456	R_TA2_ROI
288	288	Cingulo-Opercular-19_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	249	R_FOP4_ROI
289	289	Cingulo-Opercular-20_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	250	R_MI_ROI
290	290	Orbito-Affective-01_R-Ctx	65	125	0	168	R	Orbito-Affective	12	628	R_Pir_ROI
291	291	Frontoparietal-20_R-Ctx	255	255	0	255	R	Frontoparietal	7	402	R_AVI_ROI
292	292	Orbito-Affective-02_R-Ctx	65	125	0	168	R	Orbito-Affective	12	629	R_AAIC_ROI
293	293	Cingulo-Opercular-21_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	251	R_FOP1_ROI
294	294	Cingulo-Opercular-22_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	252	R_FOP3_ROI
295	295	Somatomotor-19_R-Ctx	0	255	255	255	R	Somatomotor	3	174	R_FOP2_ROI
296	296	Dorsal-Attention-05_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	295	R_PFt_ROI
297	297	Dorsal-Attention-06_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	296	R_AIP_ROI
298	298	Default-22_R-Ctx	255	0	0	255	R	Default	9	533	R_EC_ROI
299	299	Default-23_R-Ctx	255	0	0	255	R	Default	9	534	R_PreS_ROI
300	300	Default-24_R-Ctx	255	0	0	255	R	Default	9	535	R_H_ROI
301	301	Visual1-02_R-Ctx	0	0	255	255	R	Visual1	1	5	R_ProS_ROI
302	302	Ventral-Multimodal-01_R-Ctx	255	157	0	255	R	Ventral-Multimodal	11	619	R_PeEc_ROI
303	303	Language-05_R-Ctx	0	155	155	255	R	Language	6	346	R_STGa_ROI
304	304	Auditory-04_R-Ctx	250	62	251	255	R	Auditory	8	457	R_PBelt_ROI
305	305	Language-06_R-Ctx	0	155	155	255	R	Language	6	347	R_A5_ROI
306	306	Default-25_R-Ctx	255	0	0	255	R	Default	9	536	R_PHA1_ROI
307	307	Dorsal-Attention-07_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	297	R_PHA3_ROI
308	308	Default-26_R-Ctx	255	0	0	255	R	Default	9	537	R_STSda_ROI
309	309	Language-07_R-Ctx	0	155	155	255	R	Language	6	348	R_STSdp_ROI
310	310	Default-27_R-Ctx	255	0	0	255	R	Default	9	538	R_STSvp_ROI
311	311	Default-28_R-Ctx	255	0	0	255	R	Default	9	539	R_TGd_ROI
312	312	Default-29_R-Ctx	255	0	0	255	R	Default	9	540	R_TE1a_ROI
313	313	Frontoparietal-21_R-Ctx	255	255	0	255	R	Frontoparietal	7	403	R_TE1p_ROI
314	314	Default-30_R-Ctx	255	0	0	255	R	Default	9	541	R_TE2a_ROI
315	315	Ventral-Multimodal-02_R-Ctx	255	157	0	255	R	Ventral-Multimodal	11	620	R_TF_ROI
316	316	Dorsal-Attention-08_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	298	R_TE2p_ROI
317	317	Dorsal-Attention-09_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	299	R_PHT_ROI
318	318	Visual2-18_R-Ctx	100	0	255	255	R	Visual2	2	91	R_PH_ROI
319	319	Language-08_R-Ctx	0	155	155	255	R	Language	6	349	R_TPOJ1_ROI
320	320	Posterior-Multimodal-03_R-Ctx	177	89	40	255	R	Posterior-Multimodal	10	581	R_TPOJ2_ROI
321	321	Posterior-Multimodal-04_R-Ctx	177	89	40	255	R	Posterior-Multimodal	10	582	R_TPOJ3_ROI
322	322	Visual1-03_R-Ctx	0	0	255	255	R	Visual1	1	6	R_DVT_ROI
323	323	Dorsal-Attention-10_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	300	R_PGp_ROI
324	324	Frontoparietal-22_R-Ctx	255	255	0	255	R	Frontoparietal	7	404	R_IP2_ROI
325	325	Frontoparietal-23_R-Ctx	255	255	0	255	R	Frontoparietal	7	405	R_IP1_ROI
326	326	Dorsal-Attention-11_R-Ctx	0	255	0	255	R	Dorsal-Attention	5	301	R_IP0_ROI
327	327	Cingulo-Opercular-23_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	253	R_PFop_ROI
328	328	Cingulo-Opercular-24_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	254	R_PF_ROI
329	329	Frontoparietal-24_R-Ctx	255	255	0	255	R	Frontoparietal	7	406	R_PFm_ROI
330	330	Default-31_R-Ctx	255	0	0	255	R	Default	9	542	R_PGi_ROI
331	331	Default-32_R-Ctx	255	0	0	255	R	Default	9	543	R_PGs_ROI
332	332	Visual2-19_R-Ctx	100	0	255	255	R	Visual2	2	92	R_V6A_ROI
333	333	Visual2-20_R-Ctx	100	0	255	255	R	Visual2	2	93	R_VMV1_ROI
334	334	Visual2-21_R-Ctx	100	0	255	255	R	Visual2	2	94	R_VMV3_ROI
335	335	Default-33_R-Ctx	255	0	0	255	R	Default	9	544	R_PHA2_ROI
336	336	Visual2-22_R-Ctx	100	0	255	255	R	Visual2	2	95	R_V4t_ROI
337	337	Visual2-23_R-Ctx	100	0	255	255	R	Visual2	2	96	R_FST_ROI
338	338	Visual2-24_R-Ctx	100	0	255	255	R	Visual2	2	97	R_V3CD_ROI
339	339	Visual2-25_R-Ctx	100	0	255	255	R	Visual2	2	98	R_LO3_ROI
340	340	Visual2-26_R-Ctx	100	0	255	255	R	Visual2	2	99	R_VMV2_ROI
341	341	Default-34_R-Ctx	255	0	0	255	R	Default	9	545	R_31pd_ROI
342	342	Frontoparietal-25_R-Ctx	255	255	0	255	R	Frontoparietal	7	407	R_31a_ROI
343	343	Visual2-27_R-Ctx	100	0	255	255	R	Visual2	2	100	R_VVC_ROI
344	344	Default-35_R-Ctx	255	0	0	255	R	Default	9	546	R_25_ROI
345	345	Default-36_R-Ctx	255	0	0	255	R	Default	9	547	R_s32_ROI
346	346	Orbito-Affective-03_R-Ctx	65	125	0	168	R	Orbito-Affective	12	630	R_pOFC_ROI
347	347	Cingulo-Opercular-25_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	255	R_PoI1_ROI
348	348	Somatomotor-20_R-Ctx	0	255	255	255	R	Somatomotor	3	175	R_Ig_ROI
349	349	Cingulo-Opercular-26_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	256	R_FOP5_ROI
350	350	Frontoparietal-26_R-Ctx	255	255	0	255	R	Frontoparietal	7	408	R_p10p_ROI
351	351	Frontoparietal-27_R-Ctx	255	255	0	255	R	Frontoparietal	7	409	R_p47r_ROI
352	352	Language-09_R-Ctx	0	155	155	255	R	Language	6	350	R_TGv_ROI
353	353	Auditory-05_R-Ctx	250	62	251	255	R	Auditory	8	458	R_MBelt_ROI
354	354	Auditory-06_R-Ctx	250	62	251	255	R	Auditory	8	459	R_LBelt_ROI
355	355	Auditory-07_R-Ctx	250	62	251	255	R	Auditory	8	460	R_A4_ROI
356	356	Default-37_R-Ctx	255	0	0	255	R	Default	9	548	R_STSva_ROI
357	357	Frontoparietal-28_R-Ctx	255	255	0	255	R	Frontoparietal	7	410	R_TE1m_ROI
358	358	Cingulo-Opercular-27_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	257	R_PI_ROI
359	359	Cingulo-Opercular-28_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	258	R_a32pr_ROI
360	360	Cingulo-Opercular-29_R-Ctx	153	0	153	255	R	Cingulo-Opercular	4	259	R_p24_ROI
361	1010	Visual1-01_L-Caudate	0	0	255	255	L	Visual1	1	7	NA
362	1020	Visual1-02_R-Caudate	0	0	255	255	R	Visual1	1	26	NA
363	1030	Visual1-03_LR-Brainstem	0	0	255	255	LR	Visual1	1	43	NA
364	1040	Visual1-04_LR-Brainstem	0	0	255	255	LR	Visual1	1	44	NA
365	1050	Visual1-05_LR-Brainstem	0	0	255	255	LR	Visual1	1	45	NA
366	1060	Visual1-06_LR-Brainstem	0	0	255	255	LR	Visual1	1	46	NA
367	1070	Visual1-07_L-Caudate	0	0	255	255	L	Visual1	1	8	NA
368	1080	Visual1-08_L-Caudate	0	0	255	255	L	Visual1	1	9	NA
369	1090	Visual1-09_R-Caudate	0	0	255	255	R	Visual1	1	27	NA
370	1100	Visual1-10_R-Caudate	0	0	255	255	R	Visual1	1	28	NA
371	1110	Visual1-11_L-Cerebellum	0	0	255	255	L	Visual1	1	10	NA
372	1120	Visual1-12_L-Cerebellum	0	0	255	255	L	Visual1	1	11	NA
373	1130	Visual1-13_L-Cerebellum	0	0	255	255	L	Visual1	1	12	NA
374	1140	Visual1-14_L-Cerebellum	0	0	255	255	L	Visual1	1	13	NA
375	1150	Visual1-15_L-Cerebellum	0	0	255	255	L	Visual1	1	14	NA
376	1160	Visual1-16_L-Cerebellum	0	0	255	255	L	Visual1	1	15	NA
377	1170	Visual1-17_R-Cerebellum	0	0	255	255	R	Visual1	1	29	NA
378	1180	Visual1-18_R-Cerebellum	0	0	255	255	R	Visual1	1	30	NA
379	1190	Visual1-19_R-Cerebellum	0	0	255	255	R	Visual1	1	31	NA
380	1200	Visual1-20_R-Cerebellum	0	0	255	255	R	Visual1	1	32	NA
381	1210	Visual1-21_R-Cerebellum	0	0	255	255	R	Visual1	1	33	NA
382	1220	Visual1-22_R-Cerebellum	0	0	255	255	R	Visual1	1	34	NA
383	1230	Visual1-23_L-Diencephalon	0	0	255	255	L	Visual1	1	16	NA
384	1240	Visual1-24_R-Diencephalon	0	0	255	255	R	Visual1	1	35	NA
385	1250	Visual1-25_L-Hippocampus	0	0	255	255	L	Visual1	1	17	NA
386	1260	Visual1-26_L-Hippocampus	0	0	255	255	L	Visual1	1	18	NA
387	1270	Visual1-27_R-Hippocampus	0	0	255	255	R	Visual1	1	36	NA
388	1280	Visual1-28_R-Hippocampus	0	0	255	255	R	Visual1	1	37	NA
389	1290	Visual1-29_L-Pallidum	0	0	255	255	L	Visual1	1	19	NA
390	1300	Visual1-30_R-Pallidum	0	0	255	255	R	Visual1	1	38	NA
391	1310	Visual1-31_L-Putamen	0	0	255	255	L	Visual1	1	20	NA
392	1320	Visual1-32_L-Putamen	0	0	255	255	L	Visual1	1	21	NA
393	1330	Visual1-33_L-Putamen	0	0	255	255	L	Visual1	1	22	NA
394	1340	Visual1-34_R-Putamen	0	0	255	255	R	Visual1	1	39	NA
395	1350	Visual1-35_R-Putamen	0	0	255	255	R	Visual1	1	40	NA
396	1360	Visual1-36_R-Putamen	0	0	255	255	R	Visual1	1	41	NA
397	1370	Visual1-37_L-Thalamus	0	0	255	255	L	Visual1	1	23	NA
398	1380	Visual1-38_L-Thalamus	0	0	255	255	L	Visual1	1	24	NA
399	1390	Visual1-39_L-Thalamus	0	0	255	255	L	Visual1	1	25	NA
400	1400	Visual1-40_R-Thalamus	0	0	255	255	R	Visual1	1	42	NA
401	2010	Visual2-01_L-Amygdala	100	0	255	255	L	Visual2	2	101	NA
402	2020	Visual2-02_L-Amygdala	100	0	255	255	L	Visual2	2	102	NA
403	2030	Visual2-03_L-Amygdala	100	0	255	255	L	Visual2	2	103	NA
404	2040	Visual2-04_R-Amygdala	100	0	255	255	R	Visual2	2	114	NA
405	2050	Visual2-05_R-Amygdala	100	0	255	255	R	Visual2	2	115	NA
406	2060	Visual2-06_R-Amygdala	100	0	255	255	R	Visual2	2	116	NA
407	2070	Visual2-07_LR-Brainstem	100	0	255	255	LR	Visual2	2	133	NA
408	2080	Visual2-08_LR-Brainstem	100	0	255	255	LR	Visual2	2	134	NA
409	2090	Visual2-09_LR-Brainstem	100	0	255	255	LR	Visual2	2	135	NA
410	2100	Visual2-10_LR-Brainstem	100	0	255	255	LR	Visual2	2	136	NA
411	2110	Visual2-11_R-Caudate	100	0	255	255	R	Visual2	2	117	NA
412	2120	Visual2-12_L-Cerebellum	100	0	255	255	L	Visual2	2	104	NA
413	2130	Visual2-13_L-Cerebellum	100	0	255	255	L	Visual2	2	105	NA
414	2140	Visual2-14_L-Cerebellum	100	0	255	255	L	Visual2	2	106	NA
415	2150	Visual2-15_R-Cerebellum	100	0	255	255	R	Visual2	2	118	NA
416	2160	Visual2-16_R-Cerebellum	100	0	255	255	R	Visual2	2	119	NA
417	2170	Visual2-17_R-Cerebellum	100	0	255	255	R	Visual2	2	120	NA
418	2180	Visual2-18_R-Cerebellum	100	0	255	255	R	Visual2	2	121	NA
419	2190	Visual2-19_R-Cerebellum	100	0	255	255	R	Visual2	2	122	NA
420	2200	Visual2-20_R-Cerebellum	100	0	255	255	R	Visual2	2	123	NA
421	2210	Visual2-21_L-Diencephalon	100	0	255	255	L	Visual2	2	107	NA
422	2220	Visual2-22_L-Diencephalon	100	0	255	255	L	Visual2	2	108	NA
423	2230	Visual2-23_L-Diencephalon	100	0	255	255	L	Visual2	2	109	NA
424	2240	Visual2-24_L-Diencephalon	100	0	255	255	L	Visual2	2	110	NA
425	2250	Visual2-25_R-Diencephalon	100	0	255	255	R	Visual2	2	124	NA
426	2260	Visual2-26_R-Diencephalon	100	0	255	255	R	Visual2	2	125	NA
427	2270	Visual2-27_R-Diencephalon	100	0	255	255	R	Visual2	2	126	NA
428	2280	Visual2-28_R-Diencephalon	100	0	255	255	R	Visual2	2	127	NA
429	2290	Visual2-29_L-Hippocampus	100	0	255	255	L	Visual2	2	111	NA
430	2300	Visual2-30_R-Hippocampus	100	0	255	255	R	Visual2	2	128	NA
431	2310	Visual2-31_R-Pallidum	100	0	255	255	R	Visual2	2	129	NA
432	2320	Visual2-32_L-Caudate	100	0	255	255	L	Visual2	2	112	NA
433	2330	Visual2-33_R-Caudate	100	0	255	255	R	Visual2	2	130	NA
434	2340	Visual2-34_R-Caudate	100	0	255	255	R	Visual2	2	131	NA
435	2350	Visual2-35_L-Thalamus	100	0	255	255	L	Visual2	2	113	NA
436	2360	Visual2-36_R-Thalamus	100	0	255	255	R	Visual2	2	132	NA
437	3010	Somatomotor-01_L-Amygdala	0	255	255	255	L	Somatomotor	3	176	NA
438	3020	Somatomotor-02_R-Amygdala	0	255	255	255	R	Somatomotor	3	189	NA
439	3030	Somatomotor-03_L-Cerebellum	0	255	255	255	L	Somatomotor	3	177	NA
440	3040	Somatomotor-04_L-Cerebellum	0	255	255	255	L	Somatomotor	3	178	NA
441	3050	Somatomotor-05_L-Cerebellum	0	255	255	255	L	Somatomotor	3	179	NA
442	3060	Somatomotor-06_L-Cerebellum	0	255	255	255	L	Somatomotor	3	180	NA
443	3070	Somatomotor-07_L-Cerebellum	0	255	255	255	L	Somatomotor	3	181	NA
444	3080	Somatomotor-08_L-Cerebellum	0	255	255	255	L	Somatomotor	3	182	NA
445	3090	Somatomotor-09_L-Cerebellum	0	255	255	255	L	Somatomotor	3	183	NA
446	3100	Somatomotor-10_R-Cerebellum	0	255	255	255	R	Somatomotor	3	190	NA
447	3110	Somatomotor-11_R-Cerebellum	0	255	255	255	R	Somatomotor	3	191	NA
448	3120	Somatomotor-12_R-Cerebellum	0	255	255	255	R	Somatomotor	3	192	NA
449	3130	Somatomotor-13_R-Cerebellum	0	255	255	255	R	Somatomotor	3	193	NA
450	3140	Somatomotor-14_R-Cerebellum	0	255	255	255	R	Somatomotor	3	194	NA
451	3150	Somatomotor-15_R-Cerebellum	0	255	255	255	R	Somatomotor	3	195	NA
452	3160	Somatomotor-16_R-Cerebellum	0	255	255	255	R	Somatomotor	3	196	NA
453	3170	Somatomotor-17_R-Cerebellum	0	255	255	255	R	Somatomotor	3	197	NA
454	3180	Somatomotor-18_L-Hippocampus	0	255	255	255	L	Somatomotor	3	184	NA
455	3190	Somatomotor-19_L-Hippocampus	0	255	255	255	L	Somatomotor	3	185	NA
456	3200	Somatomotor-20_L-Hippocampus	0	255	255	255	L	Somatomotor	3	186	NA
457	3210	Somatomotor-21_R-Hippocampus	0	255	255	255	R	Somatomotor	3	198	NA
458	3220	Somatomotor-22_R-Hippocampus	0	255	255	255	R	Somatomotor	3	199	NA
459	3230	Somatomotor-23_R-Hippocampus	0	255	255	255	R	Somatomotor	3	200	NA
460	3240	Somatomotor-24_L-Pallidum	0	255	255	255	L	Somatomotor	3	187	NA
461	3250	Somatomotor-25_R-Pallidum	0	255	255	255	R	Somatomotor	3	201	NA
462	3260	Somatomotor-26_R-Pallidum	0	255	255	255	R	Somatomotor	3	202	NA
463	3270	Somatomotor-27_L-Thalamus	0	255	255	255	L	Somatomotor	3	188	NA
464	3280	Somatomotor-28_R-Thalamus	0	255	255	255	R	Somatomotor	3	203	NA
465	4010	Cingulo-Opercular-01_LR-Brainstem	153	0	153	255	LR	Cingulo-Opercular	4	269	NA
466	4020	Cingulo-Opercular-02_LR-Brainstem	153	0	153	255	LR	Cingulo-Opercular	4	270	NA
467	4030	Cingulo-Opercular-03_LR-Brainstem	153	0	153	255	LR	Cingulo-Opercular	4	271	NA
468	4040	Cingulo-Opercular-04_LR-Brainstem	153	0	153	255	LR	Cingulo-Opercular	4	272	NA
469	4050	Cingulo-Opercular-05_L-Caudate	153	0	153	255	L	Cingulo-Opercular	4	260	NA
470	4060	Cingulo-Opercular-06_R-Caudate	153	0	153	255	R	Cingulo-Opercular	4	273	NA
471	4070	Cingulo-Opercular-07_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	261	NA
472	4080	Cingulo-Opercular-08_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	262	NA
473	4090	Cingulo-Opercular-09_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	263	NA
474	4100	Cingulo-Opercular-10_L-Cerebellum	153	0	153	255	L	Cingulo-Opercular	4	264	NA
475	4110	Cingulo-Opercular-11_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	274	NA
476	4120	Cingulo-Opercular-12_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	275	NA
477	4130	Cingulo-Opercular-13_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	276	NA
478	4140	Cingulo-Opercular-14_R-Cerebellum	153	0	153	255	R	Cingulo-Opercular	4	277	NA
479	4150	Cingulo-Opercular-15_L-Diencephalon	153	0	153	255	L	Cingulo-Opercular	4	265	NA
480	4160	Cingulo-Opercular-16_L-Pallidum	153	0	153	255	L	Cingulo-Opercular	4	266	NA
481	4170	Cingulo-Opercular-17_L-Pallidum	153	0	153	255	L	Cingulo-Opercular	4	267	NA
482	4180	Cingulo-Opercular-18_L-Putamen	153	0	153	255	L	Cingulo-Opercular	4	268	NA
483	4190	Cingulo-Opercular-19_R-Putamen	153	0	153	255	R	Cingulo-Opercular	4	278	NA
484	5010	Dorsal-Attention-01_L-Caudate	0	255	0	255	L	Dorsal-Attention	5	302	NA
485	5020	Dorsal-Attention-02_L-Caudate	0	255	0	255	L	Dorsal-Attention	5	303	NA
486	5030	Dorsal-Attention-03_R-Caudate	0	255	0	255	R	Dorsal-Attention	5	316	NA
487	5040	Dorsal-Attention-04_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	304	NA
488	5050	Dorsal-Attention-05_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	305	NA
489	5060	Dorsal-Attention-06_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	306	NA
490	5070	Dorsal-Attention-07_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	307	NA
491	5080	Dorsal-Attention-08_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	308	NA
492	5090	Dorsal-Attention-09_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	309	NA
493	5100	Dorsal-Attention-10_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	310	NA
494	5110	Dorsal-Attention-11_L-Cerebellum	0	255	0	255	L	Dorsal-Attention	5	311	NA
495	5120	Dorsal-Attention-12_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	317	NA
496	5130	Dorsal-Attention-13_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	318	NA
497	5140	Dorsal-Attention-14_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	319	NA
498	5150	Dorsal-Attention-15_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	320	NA
499	5160	Dorsal-Attention-16_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	321	NA
500	5170	Dorsal-Attention-17_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	322	NA
501	5180	Dorsal-Attention-18_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	323	NA
502	5190	Dorsal-Attention-19_R-Cerebellum	0	255	0	255	R	Dorsal-Attention	5	324	NA
503	5200	Dorsal-Attention-20_L-Putamen	0	255	0	255	L	Dorsal-Attention	5	312	NA
504	5210	Dorsal-Attention-21_L-Putamen	0	255	0	255	L	Dorsal-Attention	5	313	NA
505	5220	Dorsal-Attention-22_R-Putamen	0	255	0	255	R	Dorsal-Attention	5	325	NA
506	5230	Dorsal-Attention-23_R-Putamen	0	255	0	255	R	Dorsal-Attention	5	326	NA
507	5240	Dorsal-Attention-24_L-Thalamus	0	255	0	255	L	Dorsal-Attention	5	314	NA
508	5250	Dorsal-Attention-25_L-Thalamus	0	255	0	255	L	Dorsal-Attention	5	315	NA
509	5260	Dorsal-Attention-26_R-Thalamus	0	255	0	255	R	Dorsal-Attention	5	327	NA
510	6010	Language-01_L-Amygdala	0	155	155	255	L	Language	6	351	NA
511	6020	Language-02_R-Amygdala	0	155	155	255	R	Language	6	354	NA
512	6030	Language-03_R-Amygdala	0	155	155	255	R	Language	6	355	NA
513	6040	Language-04_L-Caudate	0	155	155	255	L	Language	6	352	NA
514	6050	Language-05_R-Caudate	0	155	155	255	R	Language	6	356	NA
515	6060	Language-06_L-Cerebellum	0	155	155	255	L	Language	6	353	NA
516	6070	Language-07_R-Cerebellum	0	155	155	255	R	Language	6	357	NA
517	6080	Language-08_R-Cerebellum	0	155	155	255	R	Language	6	358	NA
518	6090	Language-09_R-Cerebellum	0	155	155	255	R	Language	6	359	NA
519	6100	Language-10_R-Cerebellum	0	155	155	255	R	Language	6	360	NA
520	7010	Frontoparietal-01_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	438	NA
521	7020	Frontoparietal-02_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	439	NA
522	7030	Frontoparietal-03_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	440	NA
523	7040	Frontoparietal-04_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	441	NA
524	7050	Frontoparietal-05_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	442	NA
525	7060	Frontoparietal-06_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	443	NA
526	7070	Frontoparietal-07_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	444	NA
527	7080	Frontoparietal-08_LR-Brainstem	255	255	0	255	LR	Frontoparietal	7	445	NA
528	7090	Frontoparietal-09_L-Caudate	255	255	0	255	L	Frontoparietal	7	411	NA
529	7100	Frontoparietal-10_R-Caudate	255	255	0	255	R	Frontoparietal	7	426	NA
530	7110	Frontoparietal-11_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	412	NA
531	7120	Frontoparietal-12_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	413	NA
532	7130	Frontoparietal-13_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	414	NA
533	7140	Frontoparietal-14_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	415	NA
534	7150	Frontoparietal-15_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	416	NA
535	7160	Frontoparietal-16_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	417	NA
536	7170	Frontoparietal-17_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	418	NA
537	7180	Frontoparietal-18_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	427	NA
538	7190	Frontoparietal-19_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	428	NA
539	7200	Frontoparietal-20_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	429	NA
540	7210	Frontoparietal-21_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	430	NA
541	7220	Frontoparietal-22_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	431	NA
542	7230	Frontoparietal-23_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	432	NA
543	7240	Frontoparietal-24_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	433	NA
544	7250	Frontoparietal-25_L-Diencephalon	255	255	0	255	L	Frontoparietal	7	419	NA
545	7260	Frontoparietal-26_L-Diencephalon	255	255	0	255	L	Frontoparietal	7	420	NA
546	7270	Frontoparietal-27_L-Diencephalon	255	255	0	255	L	Frontoparietal	7	421	NA
547	7280	Frontoparietal-28_L-Diencephalon	255	255	0	255	L	Frontoparietal	7	422	NA
548	7290	Frontoparietal-29_R-Diencephalon	255	255	0	255	R	Frontoparietal	7	434	NA
549	7300	Frontoparietal-30_L-Putamen	255	255	0	255	L	Frontoparietal	7	423	NA
550	7310	Frontoparietal-31_R-Putamen	255	255	0	255	R	Frontoparietal	7	435	NA
551	7320	Frontoparietal-32_L-Thalamus	255	255	0	255	L	Frontoparietal	7	424	NA
552	7330	Frontoparietal-33_L-Thalamus	255	255	0	255	L	Frontoparietal	7	425	NA
553	7340	Frontoparietal-34_R-Thalamus	255	255	0	255	R	Frontoparietal	7	436	NA
554	7350	Frontoparietal-35_R-Thalamus	255	255	0	255	R	Frontoparietal	7	437	NA
555	8010	Auditory-01_L-Accumbens	250	62	251	255	L	Auditory	8	461	NA
556	8020	Auditory-02_R-Accumbens	250	62	251	255	R	Auditory	8	466	NA
557	8030	Auditory-03_L-Diencephalon	250	62	251	255	L	Auditory	8	462	NA
558	8040	Auditory-04_L-Diencephalon	250	62	251	255	L	Auditory	8	463	NA
559	8050	Auditory-05_R-Diencephalon	250	62	251	255	R	Auditory	8	467	NA
560	8060	Auditory-06_R-Diencephalon	250	62	251	255	R	Auditory	8	468	NA
561	8070	Auditory-07_L-Pallidum	250	62	251	255	L	Auditory	8	464	NA
562	8080	Auditory-08_R-Pallidum	250	62	251	255	R	Auditory	8	469	NA
563	8090	Auditory-09_L-Caudate	250	62	251	255	L	Auditory	8	465	NA
564	8100	Auditory-10_R-Caudate	250	62	251	255	R	Auditory	8	470	NA
565	8110	Auditory-11_R-Caudate	250	62	251	255	R	Auditory	8	471	NA
566	9010	Default-01_L-Accumbens	255	0	0	255	L	Default	9	549	NA
567	9020	Default-02_R-Accumbens	255	0	0	255	R	Default	9	559	NA
568	9030	Default-03_R-Accumbens	255	0	0	255	R	Default	9	560	NA
569	9040	Default-04_LR-Brainstem	255	0	0	255	LR	Default	9	572	NA
